模块名,类名,方法名,函数,类型,SysCap,权限,支持起始版本,访问级别,是否为卡片,是否支持跨平台
ohos.geoLocationManager,geoLocationManager,flushCachedGnssLocations,function flushCachedGnssLocations(): Promise<void>;,Method,SystemCapability.Location.Location.Gnss,ohos.permission.APPROXIMATELY_LOCATION,9,,否,否
ohos.geoLocationManager,geoLocationManager,setLocationPrivacyConfirmStatus,"function setLocationPrivacyConfirmStatus(type: LocationPrivacyType, isConfirmed: boolean): void;",Method,SystemCapability.Location.Location.Core,ohos.permission.MANAGE_SECURE_SETTINGS,9,,否,否
ohos.geoLocationManager,geoLocationManager,getLocatingRequiredData,function getLocatingRequiredData(config: LocatingRequiredDataConfig): Promise<Array<LocatingRequiredData>>;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION and ohos.permission.APPROXIMATELY_LOCATION,10,,否,否
ohos.geoLocationManager,geoLocationManager,addGnssGeofence,function addGnssGeofence(fenceRequest: GnssGeofenceRequest): Promise<number>;,Method,SystemCapability.Location.Location.Geofence,ohos.permission.LOCATION and ohos.permission.APPROXIMATELY_LOCATION,12,,否,否
ohos.geoLocationManager,geoLocationManager,removeGnssGeofence,function removeGnssGeofence(geofenceId: number): Promise<void>;,Method,SystemCapability.Location.Location.Geofence,ohos.permission.LOCATION and ohos.permission.APPROXIMATELY_LOCATION,12,,否,否
ohos.geoLocationManager,geoLocationManager,getCurrentWifiBssidForLocating,function getCurrentWifiBssidForLocating(): string;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION and ohos.permission.APPROXIMATELY_LOCATION,14,,否,是
ohos.geolocation,geolocation,getCurrentLocation,"function getCurrentLocation(request: CurrentLocationRequest, callback: AsyncCallback<Location>): void;",Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getCurrentLocation,function getCurrentLocation(callback: AsyncCallback<Location>): void;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getCurrentLocation,function getCurrentLocation(request?: CurrentLocationRequest): Promise<Location>;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getLastLocation,function getLastLocation(callback: AsyncCallback<Location>): void;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getLastLocation,function getLastLocation(): Promise<Location>;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,isLocationEnabled,function isLocationEnabled(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,isLocationEnabled,function isLocationEnabled(): Promise<boolean>;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,requestEnableLocation,function requestEnableLocation(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,requestEnableLocation,function requestEnableLocation(): Promise<boolean>;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getAddressesFromLocation,"function getAddressesFromLocation(request: ReverseGeoCodeRequest, callback: AsyncCallback<Array<GeoAddress>>): void;",Method,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getAddressesFromLocation,function getAddressesFromLocation(request: ReverseGeoCodeRequest): Promise<Array<GeoAddress>>;,Method,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getAddressesFromLocationName,"function getAddressesFromLocationName(request: GeoCodeRequest, callback: AsyncCallback<Array<GeoAddress>>): void;",Method,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getAddressesFromLocationName,function getAddressesFromLocationName(request: GeoCodeRequest): Promise<Array<GeoAddress>>;,Method,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,isGeoServiceAvailable,function isGeoServiceAvailable(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,isGeoServiceAvailable,function isGeoServiceAvailable(): Promise<boolean>;,Method,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,geolocation,getCachedGnssLocationsSize,function getCachedGnssLocationsSize(callback: AsyncCallback<number>): void;,Method,SystemCapability.Location.Location.Gnss,ohos.permission.LOCATION,8,,否,否
ohos.geolocation,geolocation,getCachedGnssLocationsSize,function getCachedGnssLocationsSize(): Promise<number>;,Method,SystemCapability.Location.Location.Gnss,ohos.permission.LOCATION,8,,否,否
ohos.geolocation,geolocation,flushCachedGnssLocations,function flushCachedGnssLocations(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.Location.Location.Gnss,ohos.permission.LOCATION,8,,否,否
ohos.geolocation,geolocation,flushCachedGnssLocations,function flushCachedGnssLocations(): Promise<boolean>;,Method,SystemCapability.Location.Location.Gnss,ohos.permission.LOCATION,8,,否,否
ohos.geolocation,geolocation,sendCommand,"function sendCommand(command: LocationCommand, callback: AsyncCallback<boolean>): void;",Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,8,,否,否
ohos.geolocation,geolocation,sendCommand,function sendCommand(command: LocationCommand): Promise<boolean>;,Method,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,8,,否,否
ohos.geolocation,GeoAddress,latitude,latitude?: number;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,longitude,longitude?: number;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,locale,locale?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,placeName,placeName?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,countryCode,countryCode?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,countryName,countryName?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,administrativeArea,administrativeArea?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,subAdministrativeArea,subAdministrativeArea?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,locality,locality?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,subLocality,subLocality?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,roadName,roadName?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,subRoadName,subRoadName?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,premises,premises?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,postalCode,postalCode?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,phoneNumber,phoneNumber?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,addressUrl,addressUrl?: string;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,descriptions,descriptions?: Array<string>;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoAddress,descriptionsSize,descriptionsSize?: number;,Field,SystemCapability.Location.Location.Geocoder,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,latitude,latitude: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,longitude,longitude: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,altitude,altitude: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,accuracy,accuracy: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,speed,speed: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,timeStamp,timeStamp: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,direction,direction: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,timeSinceBoot,timeSinceBoot: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,additions,additions?: Array<string>;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,Location,additionSize,additionSize?: number;,Field,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoLocationErrorCode,INPUT_PARAMS_ERROR,INPUT_PARAMS_ERROR,Enum,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoLocationErrorCode,REVERSE_GEOCODE_ERROR,REVERSE_GEOCODE_ERROR,Enum,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoLocationErrorCode,GEOCODE_ERROR,GEOCODE_ERROR,Enum,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoLocationErrorCode,LOCATOR_ERROR,LOCATOR_ERROR,Enum,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoLocationErrorCode,LOCATION_SWITCH_ERROR,LOCATION_SWITCH_ERROR,Enum,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoLocationErrorCode,LAST_KNOWN_LOCATION_ERROR,LAST_KNOWN_LOCATION_ERROR,Enum,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.geolocation,GeoLocationErrorCode,LOCATION_REQUEST_TIMEOUT_ERROR,LOCATION_REQUEST_TIMEOUT_ERROR,Enum,SystemCapability.Location.Location.Core,ohos.permission.LOCATION,7,,否,否
ohos.hiSysEvent,hiSysEvent,addWatcher,function addWatcher(watcher: Watcher): void;,Method,SystemCapability.HiviewDFX.HiSysEvent,ohos.permission.READ_DFX_SYSEVENT,9,,否,否
ohos.hiSysEvent,hiSysEvent,removeWatcher,function removeWatcher(watcher: Watcher): void;,Method,SystemCapability.HiviewDFX.HiSysEvent,ohos.permission.READ_DFX_SYSEVENT,9,,否,否
ohos.hiSysEvent,hiSysEvent,query,"function query(queryArg: QueryArg, rules: QueryRule[], querier: Querier): void;",Method,SystemCapability.HiviewDFX.HiSysEvent,ohos.permission.READ_DFX_SYSEVENT,9,,否,否
ohos.hiSysEvent,hiSysEvent,exportSysEvents,"function exportSysEvents(queryArg: QueryArg, rules: QueryRule[]): number;",Method,SystemCapability.HiviewDFX.HiSysEvent,ohos.permission.READ_DFX_SYSEVENT,10,,否,否
ohos.hiSysEvent,hiSysEvent,subscribe,function subscribe(rules: QueryRule[]): number;,Method,SystemCapability.HiviewDFX.HiSysEvent,ohos.permission.READ_DFX_SYSEVENT,10,,否,否
ohos.hiSysEvent,hiSysEvent,unsubscribe,function unsubscribe(): void;,Method,SystemCapability.HiviewDFX.HiSysEvent,ohos.permission.READ_DFX_SYSEVENT,10,,否,否
ohos.hidebug,hidebug,getServiceDump,"function getServiceDump(serviceid: number, fd: number, args: Array<string>): void;",Method,SystemCapability.HiviewDFX.HiProfiler.HiDebug,ohos.permission.DUMP,9,,否,否
ohos.i18n,System,setSystemLanguage,static setSystemLanguage(language: string): void;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,9,,否,否
ohos.i18n,System,setSystemRegion,static setSystemRegion(region: string): void;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,9,,否,否
ohos.i18n,System,setSystemLocale,static setSystemLocale(locale: string): void;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,9,,否,否
ohos.i18n,System,set24HourClock,static set24HourClock(option: boolean): void;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,9,,否,否
ohos.i18n,System,addPreferredLanguage,"static addPreferredLanguage(language: string, index?: number): void;",Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,9,,否,否
ohos.i18n,System,removePreferredLanguage,static removePreferredLanguage(index: number): void;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,9,,否,否
ohos.i18n,System,setUsingLocalDigit,static setUsingLocalDigit(flag: boolean): void;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,9,,否,否
ohos.i18n,i18n,set24HourClock,function set24HourClock(option: boolean): boolean;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,7,,否,否
ohos.i18n,i18n,addPreferredLanguage,"function addPreferredLanguage(language: string, index?: number): boolean;",Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,8,,否,否
ohos.i18n,i18n,removePreferredLanguage,function removePreferredLanguage(index: number): boolean;,Method,SystemCapability.Global.I18n,ohos.permission.UPDATE_CONFIGURATION,8,,否,否
ohos.identifier.oaid,identifier,getOAID,function getOAID(callback: AsyncCallback<string>): void;,Method,SystemCapability.Advertising.OAID,ohos.permission.APP_TRACKING_CONSENT,10,,否,否
ohos.identifier.oaid,identifier,getOAID,function getOAID(): Promise<string>;,Method,SystemCapability.Advertising.OAID,ohos.permission.APP_TRACKING_CONSENT,10,,否,否
ohos.inputMethod,inputMethod,switchInputMethod,"function switchInputMethod(target: InputMethodProperty, callback: AsyncCallback<boolean>): void;",Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,11,,否,否
ohos.inputMethod,inputMethod,switchInputMethod,function switchInputMethod(target: InputMethodProperty): Promise<boolean>;,Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,11,,否,否
ohos.inputMethod,inputMethod,switchCurrentInputMethodSubtype,"function switchCurrentInputMethodSubtype(target: InputMethodSubtype, callback: AsyncCallback<boolean>): void;",Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,11,,否,否
ohos.inputMethod,inputMethod,switchCurrentInputMethodSubtype,function switchCurrentInputMethodSubtype(target: InputMethodSubtype): Promise<boolean>;,Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,11,,否,否
ohos.inputMethod,inputMethod,switchCurrentInputMethodAndSubtype,"function switchCurrentInputMethodAndSubtype(
    inputMethodProperty: InputMethodProperty,
    inputMethodSubtype: InputMethodSubtype,
    callback: AsyncCallback<boolean>
  ): void;",Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,11,,否,否
ohos.inputMethod,inputMethod,switchCurrentInputMethodAndSubtype,"function switchCurrentInputMethodAndSubtype(
    inputMethodProperty: InputMethodProperty,
    inputMethodSubtype: InputMethodSubtype
  ): Promise<boolean>;",Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,11,,否,否
ohos.inputMethod,inputMethod,switchInputMethod,"function switchInputMethod(bundleName: string, subtypeId?: string): Promise<void>;",Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,11,,否,否
ohos.inputMethod,InputMethodController,showSoftKeyboard,showSoftKeyboard(callback: AsyncCallback<void>): void;,Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,9,,否,否
ohos.inputMethod,InputMethodController,showSoftKeyboard,showSoftKeyboard(): Promise<void>;,Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,9,,否,否
ohos.inputMethod,InputMethodController,hideSoftKeyboard,hideSoftKeyboard(callback: AsyncCallback<void>): void;,Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,9,,否,否
ohos.inputMethod,InputMethodController,hideSoftKeyboard,hideSoftKeyboard(): Promise<void>;,Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.CONNECT_IME_ABILITY,9,,否,否
ohos.inputMethodEngine,Panel,setPrivacyMode,setPrivacyMode(isPrivacyMode: boolean): void;,Method,SystemCapability.MiscServices.InputMethodFramework,ohos.permission.PRIVACY_WINDOW,11,,否,否
ohos.logLibrary,logLibrary,list,function list(logType: string): LogEntry[];,Method,SystemCapability.HiviewDFX.Hiview.LogLibrary,ohos.permission.READ_HIVIEW_SYSTEM,10,,否,否
ohos.logLibrary,logLibrary,copy,"function copy(logType: string, logName: string, dest: string): Promise<void>;",Method,SystemCapability.HiviewDFX.Hiview.LogLibrary,ohos.permission.READ_HIVIEW_SYSTEM,10,,否,否
ohos.logLibrary,logLibrary,copy,"function copy(logType: string, logName: string, dest: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.HiviewDFX.Hiview.LogLibrary,ohos.permission.READ_HIVIEW_SYSTEM,10,,否,否
ohos.logLibrary,logLibrary,move,"function move(logType: string, logName: string, dest: string): Promise<void>;",Method,SystemCapability.HiviewDFX.Hiview.LogLibrary,ohos.permission.WRITE_HIVIEW_SYSTEM,10,,否,否
ohos.logLibrary,logLibrary,move,"function move(logType: string, logName: string, dest: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.HiviewDFX.Hiview.LogLibrary,ohos.permission.WRITE_HIVIEW_SYSTEM,10,,否,否
ohos.logLibrary,logLibrary,remove,"function remove(logType: string, logName: string): void;",Method,SystemCapability.HiviewDFX.Hiview.LogLibrary,ohos.permission.WRITE_HIVIEW_SYSTEM,10,,否,否
ohos.multimedia.audio,AudioManager,setVolume,"setVolume(volumeType: AudioVolumeType, volume: number, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,7,,否,否
ohos.multimedia.audio,AudioManager,setVolume,"setVolume(volumeType: AudioVolumeType, volume: number): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,7,,否,否
ohos.multimedia.audio,AudioManager,setMicrophoneMute,"setMicrophoneMute(mute: boolean, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Device,ohos.permission.MICROPHONE,7,,否,否
ohos.multimedia.audio,AudioManager,setMicrophoneMute,setMicrophoneMute(mute: boolean): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Device,ohos.permission.MICROPHONE,7,,否,否
ohos.multimedia.audio,AudioManager,isMicrophoneMute,isMicrophoneMute(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.Multimedia.Audio.Device,ohos.permission.MICROPHONE,7,,否,否
ohos.multimedia.audio,AudioManager,isMicrophoneMute,isMicrophoneMute(): Promise<boolean>;,Method,SystemCapability.Multimedia.Audio.Device,ohos.permission.MICROPHONE,7,,否,否
ohos.multimedia.audio,AudioManager,setRingerMode,"setRingerMode(mode: AudioRingMode, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Communication,ohos.permission.ACCESS_NOTIFICATION_POLICY,7,,否,否
ohos.multimedia.audio,AudioManager,setRingerMode,setRingerMode(mode: AudioRingMode): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Communication,ohos.permission.ACCESS_NOTIFICATION_POLICY,7,,否,否
ohos.multimedia.audio,AudioManager,setAudioParameter,"setAudioParameter(key: string, value: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Core,ohos.permission.MODIFY_AUDIO_SETTINGS,7,,否,否
ohos.multimedia.audio,AudioManager,setAudioParameter,"setAudioParameter(key: string, value: string): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Core,ohos.permission.MODIFY_AUDIO_SETTINGS,7,,否,否
ohos.multimedia.audio,AudioManager,setExtraParameters,"setExtraParameters(mainKey: string, kvpairs: Record<string, string>): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Core,ohos.permission.MODIFY_AUDIO_SETTINGS,11,,否,否
ohos.multimedia.audio,AudioManager,disableSafeMediaVolume,disableSafeMediaVolume(): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Core,ohos.permission.MODIFY_AUDIO_SETTINGS,12,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setVolume,"setVolume(volumeType: AudioVolumeType, volume: number, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setVolume,"setVolume(volumeType: AudioVolumeType, volume: number): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setVolumeWithFlag,"setVolumeWithFlag(volumeType: AudioVolumeType, volume: number, flags: number): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,12,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,mute,"mute(volumeType: AudioVolumeType, mute: boolean, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,mute,"mute(volumeType: AudioVolumeType, mute: boolean): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setRingerMode,"setRingerMode(mode: AudioRingMode, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setRingerMode,setRingerMode(mode: AudioRingMode): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setMicrophoneMute,"setMicrophoneMute(mute: boolean, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.MANAGE_AUDIO_CONFIG,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setMicrophoneMute,setMicrophoneMute(mute: boolean): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.MANAGE_AUDIO_CONFIG,9,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setMicMute,setMicMute(mute: boolean): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.MANAGE_AUDIO_CONFIG,11,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,setMicMutePersistent,"setMicMutePersistent(mute: boolean, type: PolicyType): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.MICROPHONE_CONTROL,12,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,isPersistentMicMute,isPersistentMicMute(): boolean;,Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.MICROPHONE_CONTROL,12,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,adjustVolumeByStep,"adjustVolumeByStep(adjustType: VolumeAdjustType, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,10,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,adjustVolumeByStep,adjustVolumeByStep(adjustType: VolumeAdjustType): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,10,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,adjustSystemVolumeByStep,"adjustSystemVolumeByStep(volumeType: AudioVolumeType, adjustType: VolumeAdjustType, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,10,,否,否
ohos.multimedia.audio,AudioVolumeGroupManager,adjustSystemVolumeByStep,"adjustSystemVolumeByStep(volumeType: AudioVolumeType, adjustType: VolumeAdjustType): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Volume,ohos.permission.ACCESS_NOTIFICATION_POLICY,10,,否,否
ohos.multimedia.audio,AudioSpatializationManager,setSpatializationEnabled,"setSpatializationEnabled(enable: boolean, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,11,,否,否
ohos.multimedia.audio,AudioSpatializationManager,setSpatializationEnabled,setSpatializationEnabled(enable: boolean): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,11,,否,否
ohos.multimedia.audio,AudioSpatializationManager,setSpatializationEnabled,"setSpatializationEnabled(deviceDescriptor: AudioDeviceDescriptor, enabled: boolean): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,12,,否,否
ohos.multimedia.audio,AudioSpatializationManager,setHeadTrackingEnabled,"setHeadTrackingEnabled(enable: boolean, callback: AsyncCallback<void>): void;",Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,11,,否,否
ohos.multimedia.audio,AudioSpatializationManager,setHeadTrackingEnabled,setHeadTrackingEnabled(enable: boolean): Promise<void>;,Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,11,,否,否
ohos.multimedia.audio,AudioSpatializationManager,setHeadTrackingEnabled,"setHeadTrackingEnabled(deviceDescriptor: AudioDeviceDescriptor, enabled: boolean): Promise<void>;",Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,12,,否,否
ohos.multimedia.audio,AudioSpatializationManager,updateSpatialDeviceState,updateSpatialDeviceState(spatialDeviceState: AudioSpatialDeviceState): void;,Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,11,,否,否
ohos.multimedia.audio,AudioSpatializationManager,setSpatializationSceneType,setSpatializationSceneType(spatializationSceneType: AudioSpatializationSceneType): void;,Method,SystemCapability.Multimedia.Audio.Spatialization,ohos.permission.MANAGE_SYSTEM_AUDIO_EFFECTS,12,,否,否
ohos.multimedia.audio,CaptureFilterOptions,usages,usages: Array<StreamUsage>;,Field,SystemCapability.Multimedia.Audio.PlaybackCapture,ohos.permission.CAPTURE_VOICE_DOWNLINK_AUDIO,11,,否,否
ohos.multimedia.audioHaptic,AudioHapticManager,createPlayer,"createPlayer(id: number, options?: AudioHapticPlayerOptions): Promise<AudioHapticPlayer>;",Method,SystemCapability.Multimedia.AudioHaptic.Core,ohos.permission.VIBRATE,11,,否,否
